energy,x,time
19.3273850812, 306.026465451, 0.357189220924
19.6254734813, 308.403657631, 0.35913613178
35.4609764771, 301.88114675, 0.360352484194
17.6875059536, 203.997322696, 0.362790793963
33.4006241795, 342.112708247, 0.367280922072
26.7946298902, 17.8934165863, 0.368931276848
30.9088339361, 126.676283367, 0.370495666214
13.5595612827, 295.357303828, 0.373115923335
14.2438525606, 130.041952441, 0.377214180671
15.1730586082, 205.929216739, 0.378114321321
9.62288631766, 237.08997958, 0.381341292131
11.0941602939, 118.144323136, 0.384747263008
48.6420578608, 327.046755302, 0.385735451548
24.7668460657, 143.51457914, 0.389781577092
18.6481169845, 194.990509989, 0.390350399176
8.74124479733, 87.2833259858, 0.393079578275
18.2724277263, 11.7904742619, 0.396990211444
18.5913229196, 172.22778079, 0.397836429969
22.7910018628, 192.615326267, 0.401626595799
13.9672719298, 77.3359540957, 0.40411075995
18.1319034116, 321.896700461, 0.406167329423
23.068790634, 17.945528002, 0.409084859464
30.5829238294, 12.1322916548, 0.412097426627
49.1949482942, 213.122549518, 0.413546110272
20.3906309426, 131.646353931, 0.415629337967
26.4861292879, 271.139892961, 0.418449799262
11.6320611616, 319.093491404, 0.421582411595
13.9092663864, 58.5525009951, 0.423539149589
8.05737662484, 274.093741456, 0.425018918611
17.2726114476, 137.106395925, 0.428823565067
20.5915713339, 149.144952944, 0.431608410826
13.5327190456, 122.976834265, 0.433825122939
18.201438428, 134.389775839, 0.436572809046
25.6920219186, 43.1876797003, 0.437931707637
8.45630642569, 252.517191367, 0.441483755467
27.684812033, 185.687989355, 0.443482020869
30.470049343, 261.317740535, 0.447374329191
34.5991753696, 310.046418391, 0.449283661596
16.6026421022, 210.194099628, 0.451679398644
4.04307718747, 301.991110827, 0.452666759666
29.8224069044, 130.168101136, 0.456947409001
17.2034421744, 303.902572959, 0.457580184553
16.8224809311, 185.575285254, 0.462011228691
35.5993079376, 97.6918800662, 0.463300285676
16.4509247437, 271.782943862, 0.466050636336
7.61469345174, 350.809169703, 0.468450153069
28.1430152092, 258.59679368, 0.471869051324
17.0473465554, 146.482761927, 0.473728407148
19.3843329353, 324.948757262, 0.476570874351
9.7329205368, 312.444352336, 0.477834469894
20.8954225832, 218.154040331, 0.481330729419
16.7430019403, 199.293001596, 0.484421447986
14.8419130256, 138.696067464, 0.48534787166
20.11997153, 175.474851152, 0.489195261304
10.0258985194, 170.791231296, 0.49074741733
21.0273457434, 263.484302381, 0.493694967675
10.1718670965, 255.919522996, 0.495910489155
28.7706289498, 77.4829977558, 0.498275892595
27.4354368521, 183.414384684, 0.501530146236
13.5258303138, 31.7520172461, 0.502735359795
9.45075993177, 334.988965243, 0.505380977303
45.075628323, 321.273396587, 0.509963838901
34.1368140302, 211.934964479, 0.510964881482
22.8974487814, 210.800471126, 0.513009284915
28.5742007748, 122.667101077, 0.516320079206
25.973598421, 83.0564236378, 0.518860406891
44.2360524897, 248.437546946, 0.521328025748
10.1746584515, 39.2158728749, 0.523750401434
16.6479142958, 333.568859922, 0.527217746556
15.2779509643, 210.031196162, 0.528159807684
8.67498835386, 31.73613944, 0.532344202881
17.9723225887, 220.954672345, 0.534297667185
22.2043559286, 352.289005134, 0.53573410767
18.2147006906, 311.968938753, 0.539881240127
10.8489865179, 217.715514092, 0.541926197457
6.54971592383, 114.86719519, 0.544703301745
18.3785630046, 229.397703761, 0.547235123268
27.5024931563, 317.737862044, 0.549004225486
2.90211910159, 249.769728133, 0.551797248894
23.8847876431, 158.394769989, 0.55403265891
16.4200624831, 266.691156738, 0.556666665403
16.6214083279, 110.935162357, 0.558108606154
24.3993858016, 156.174536612, 0.56046209527
27.9843365699, 34.1697762159, 0.564661693854
10.0096978918, 88.6020725232, 0.567470444536
2.00608270132, 159.844003991, 0.567824129437
14.7858628253, 332.525054973, 0.572004095637
21.5640665067, 259.736702973, 0.574008870649
33.9075456919, 57.4758390163, 0.577242871964
22.6746295798, 248.675614918, 0.577560953907
15.8721567779, 205.355457841, 0.581063775065
19.4554957787, 332.024451218, 0.583156961822
10.3206260878, 331.15145642, 0.58601092994
18.434722513, 272.589952142, 0.588480855085
11.9349087915, 54.0572090186, 0.591394887946
22.0383715086, 237.256254531, 0.594487666421
26.9695581971, 52.7989474987, 0.595352721215
24.5679160547, 220.270068877, 0.597661388113
18.9677206858, 130.159846544, 0.602459344573
16.5280079068, 74.283898527, 0.60420815153
30.2733747968, 270.314151128, 0.606951033623
27.5352537756, 272.476732386, 0.609250178844
23.1139818201, 224.10321411, 0.61053863558
13.0333338243, 120.339261549, 0.614951633487
16.1078007932, 229.169775884, 0.617146821466
4.66889290163, 193.643757147, 0.618342722736
11.6781824122, 207.136210516, 0.622329886259
22.3712884094, 194.178192861, 0.622623387926
9.69109679704, 208.062925911, 0.625827837859
26.4987930773, 87.9185043927, 0.628013449299
26.5636420829, 59.8551892389, 0.630706399542
24.9958376732, 14.6590835799, 0.633400822839
18.6841476375, 329.257684038, 0.637459038063
16.7623205022, 156.042167179, 0.637810297551
14.3227023103, 349.065992377, 0.640468872599
22.3419814862, 171.284567059, 0.644444099424
28.3723536886, 346.79245132, 0.646786128454
11.0818490978, 158.634238876, 0.648956848804
21.7349567917, 331.776467939, 0.65026698402
39.2318248328, 72.563661362, 0.653345101415
6.74629921861, 349.01391844, 0.657409609237
20.0676683016, 327.235636808, 0.659858829334
16.3946047346, 264.54381106, 0.66035477693
44.9445286243, 141.75160013, 0.663136972431
24.1692596789, 130.838966101, 0.665899062413
25.5641998466, 122.12553249, 0.669641090391
25.3800852416, 53.4031029281, 0.671827331936
13.9309220252, 134.927840946, 0.672509155019
10.2817131524, 281.564832202, 0.677460188778
9.7625439044, 12.1553802497, 0.677688079423
7.7450585969, 323.829522502, 0.682293211739
26.0505019816, 72.290156852, 0.683956785824
22.8048232341, 46.7335387706, 0.686820139932
12.7631554188, 22.7165879796, 0.689787921013
10.8148555841, 190.137947403, 0.69047852892
28.5305126112, 294.360308515, 0.694400309093
27.573757261, 224.075201805, 0.695950898352
17.7002160039, 50.4506381708, 0.697845452321
19.7562052036, 98.0532405756, 0.701059741079
16.2360425922, 236.605636222, 0.703306143665
8.59958736863, 148.463339684, 0.705871314288
11.3236189779, 115.493044628, 0.709522725177
15.7137132822, 160.585333552, 0.712320798851
8.12943560597, 36.093999621, 0.712630743484
11.5564491864, 289.46606638, 0.715723044981
29.2165027169, 255.512262686, 0.719396791843
28.8899047612, 346.055068485, 0.721328546579
8.72179463394, 13.387897148, 0.724168629989
30.5946695849, 249.533659497, 0.725825788525
6.71325767866, 98.7225492878, 0.72867072636
27.5740323527, 111.547269429, 0.730093583204
43.3168322957, 350.729131378, 0.733477321877
7.05905815511, 329.180792491, 0.737228443521
8.85222870956, 50.0034915975, 0.739695676563
38.9871615744, 237.91808649, 0.742029690729
9.34304131754, 243.121406519, 0.744453115716
11.8890007059, 177.529134391, 0.746955104063
13.4914999455, 299.893487406, 0.748989560548
27.3860643557, 132.009660846, 0.750542809751
17.173447051, 274.165212706, 0.752622524179
29.4500143909, 284.122309471, 0.755147644108
16.3272197154, 104.36403491, 0.758069316326
15.4498703029, 57.8340861981, 0.760347211655
17.0382494697, 255.046315904, 0.763913624272
17.2762338592, 252.346065855, 0.765005445956
13.8518678925, 114.942279971, 0.769960545319
23.687583902, 317.591043912, 0.771879707152
10.2779286991, 123.00542888, 0.773294900625
18.0828732064, 240.981199878, 0.777253839408
17.8759414986, 223.752356314, 0.779773858451
39.7879950663, 216.477983158, 0.780397848022
11.6992228276, 246.275759965, 0.784054507746
22.5146852014, 108.634481434, 0.787354027855
7.3442551014, 231.105916068, 0.788389701252
19.8165711268, 136.589769711, 0.792205206938
17.5161067477, 346.77133354, 0.794358375338
9.25945368424, 127.839651189, 0.79640700722
45.0732509663, 337.475048273, 0.797568827501
15.7299379786, 81.9952133961, 0.801807045183
26.8924730739, 130.528642959, 0.803223423894
12.129019787, 202.259565667, 0.807355084563
11.7054772332, 258.288865367, 0.808459252036
36.187054417, 361.998716547, 0.810792325076
20.2689525669, 214.754343688, 0.812811863233
20.5705182653, 272.035384673, 0.81637285327
15.692395707, 113.154399601, 0.818782623319
21.3338041726, 187.817537534, 0.820272045791
20.5279007132, 50.9559124105, 0.822836616316
11.320561409, 166.928358388, 0.82577891614
9.45877078777, 108.110636787, 0.829087361848
17.3711976545, 190.302250799, 0.830816049371
21.2707995162, 27.5058672519, 0.833182246338
33.7832178389, 117.36986121, 0.837295287061
45.6627534352, 182.419325255, 0.839779238005
18.0653755622, 138.280690557, 0.841329098054
7.99720059828, 107.685018611, 0.844033134821
11.0600404056, 70.3391880894, 0.846535031821
17.0775185922, 190.743757466, 0.849982189148
15.5261419305, 307.707224752, 0.852305453681
31.1695244452, 51.0297662439, 0.853811822481
14.413025379, 67.7243961694, 0.856937392192
24.5829715298, 107.950041605, 0.858170390596
10.7350914806, 108.283922478, 0.861298014126
15.7119621794, 168.942519481, 0.863737140742
20.7312692093, 55.8088642447, 0.867038992578
16.1813728937, 101.296787075, 0.867679823629
9.61050397463, 94.7622860202, 0.871692848238
24.0651641874, 159.280861309, 0.87305641238
10.2305215156, 29.7468889947, 0.875263525798
30.4035738759, 28.4084324967, 0.877766197516
20.1634101916, 128.296699672, 0.880785934393
31.7643268163, 90.0901138897, 0.883244346826
12.3691103293, 198.722378545, 0.887343537383
19.7657628668, 91.2227985868, 0.888461995222
18.2834756891, 187.189998533, 0.890396335882
20.5499988983, 345.467426595, 0.893830005832
22.7575050778, 24.9727440448, 0.895728449436
19.9632202299, 37.4950463311, 0.898927304671
26.2841866811, 120.40455554, 0.900054797073
26.0797260985, 23.561591513, 0.90472131409
9.46711186508, 85.4994217656, 0.907466281665
3.45251513777, 124.286693271, 0.908281959812
12.8897332524, 102.245597398, 0.910831111806
31.7806129679, 262.112903294, 0.914768963946
12.3011388042, 79.7543721409, 0.915464913971
21.4034367413, 267.751883543, 0.918183170281
7.53829635906, 80.7925045544, 0.921390612146
13.6711069402, 80.5898265201, 0.924723884369
15.5083428003, 191.692884217, 0.92744981551
14.9217404191, 77.8481984742, 0.929304953743
9.85485605767, 297.61838837, 0.931803860981
14.9918347692, 96.590318453, 0.934930350495
22.3579468012, 94.8805526053, 0.936445698309
12.6844620577, 312.367214057, 0.938681370561
10.065390535, 272.375975721, 0.940934677526
18.4037391621, 222.412475723, 0.943709086084
18.1123663579, 63.1640987685, 0.945029624735
19.6126473567, 240.238814842, 0.949921970807
10.4073973072, 333.60951901, 0.952285281065
15.5984587481, 89.6104790694, 0.953393726727
18.8458259757, 151.640452886, 0.955427146533
17.8720337455, 98.3356996009, 0.958370774385
16.8984200032, 190.821494247, 0.962102414775
24.019255177, 224.350159092, 0.963981889283
16.5264001089, 145.390456546, 0.966684168026
25.046078336, 46.395400167, 0.969078213934
12.3940090465, 251.934177388, 0.971486631641
25.4046750092, 145.059915267, 0.974153291227
11.7393201858, 219.936649907, 0.97509974611
31.3509142985, 282.050208021, 0.979667178055
17.2108021653, 29.7639748179, 0.981536283126
26.9640935053, 307.222862983, 0.984330676712
14.5223811143, 274.579749475, 0.986682137484
22.4145032941, 332.057612512, 0.988307603936
19.5896526485, 137.846392296, 0.990386395469
16.3536633507, 145.870458423, 0.993796893678
31.6547307521, 294.684488924, 0.995203523633
28.1740876734, 92.9570323289, 0.999097892792
1.86306817826, 200.047965527, 1.00024480123
18.2466927335, 295.706640959, 1.00324160623
8.65099223903, 12.6899780405, 1.00576659032
26.76892208, 74.5820471451, 1.00875821342
29.9279228067, 111.314576714, 1.01244987216
32.5705332255, 264.536126614, 1.01383281819
9.75059759211, 307.154119839, 1.01749365699
11.5469501709, 55.2683919796, 1.0186262876
26.1109886434, 77.7359732075, 1.02061651011
16.3381410041, 23.8168338255, 1.02463164963
20.4060561923, 198.266786619, 1.02666553077
25.6054508329, 20.1536005808, 1.02805325793
43.922974319, 179.966654772, 1.03144891743
24.5079639075, 19.8373016247, 1.03412026168
28.2119932911, 148.847894073, 1.03681203309
12.202971765, 68.3739026226, 1.03965079743
22.0589214275, 179.898692015, 1.04011822577
32.6441323409, 294.241796924, 1.04436039313
12.5094291597, 278.346527654, 1.04570757378
31.6039147944, 236.020717178, 1.04768986901
15.1041521716, 208.024822661, 1.0511185396
19.8283640307, 345.080132675, 1.05427590973
45.8038192098, 61.1120731032, 1.05637776872
35.6912494594, 304.52531022, 1.0587509406
10.3251039456, 191.630113682, 1.06203396452
28.9003543161, 193.349694073, 1.06337516965
11.3489656091, 196.400282893, 1.06606322061
12.5146007838, 79.6541335962, 1.06903262742
11.7832181362, 136.551982314, 1.07038569068
12.2070316384, 168.336972753, 1.0726335807
13.1739734374, 208.902905793, 1.07662657585
28.7513274117, 340.974933736, 1.07770591458
26.7871952605, 153.234784472, 1.08136285144
13.6977062581, 209.946542747, 1.08492087398
27.9384802672, 190.178970507, 1.08706277689
29.2425214139, 130.615500523, 1.08753680666
34.7648798074, 276.156272876, 1.09007658061
19.8487417259, 207.575933759, 1.09344052606
17.0464307711, 141.844996586, 1.09692836398
16.151140648, 237.366600869, 1.09800396992
18.688325836, 109.087181615, 1.10018886632
7.72004561, 243.822894611, 1.10481834666
9.36324467633, 30.0648459538, 1.10653758487
27.1976842116, 32.911257115, 1.10855232797
15.7088785945, 31.0553007312, 1.11072259693
21.2759038342, 316.871109518, 1.11436721471
5.06586589539, 102.920561386, 1.11580714072
13.238644518, 304.730814166, 1.11942904095
14.2129221269, 170.891528606, 1.12215673607
14.4731521612, 80.878959392, 1.12403816571
12.3582212873, 14.4064220088, 1.12638151429
26.7471301029, 89.959038937, 1.12828772721
16.2574325758, 156.814342847, 1.13115444186
17.6410924568, 263.893249215, 1.13439112038
7.99200712041, 46.934196183, 1.13526610475
15.0228261165, 207.939949473, 1.13940171696
19.4881439848, 121.059674941, 1.1411452185
19.8080278262, 360.869460537, 1.14391188379
24.533216311, 358.870245307, 1.14596199366
25.5200725654, 43.9399829197, 1.14976866569
9.60962852971, 187.417566585, 1.15108861484
14.2446109125, 69.7236756717, 1.15388828614
14.5577783893, 356.152550925, 1.15683918978
22.8611130561, 298.916420759, 1.1599499204
27.8373361743, 182.204265251, 1.16226075427
25.240655458, 74.3869358611, 1.16435961187
31.7264704294, 141.533507919, 1.16672201377
36.9134352004, 167.180616821, 1.16883533366
8.12039495909, 52.2028546671, 1.17203498396
16.4950431384, 348.229194204, 1.17255407645
27.3481571566, 347.678846412, 1.17536700641
36.107301841, 169.861507693, 1.17779181576
12.5195985601, 234.040941506, 1.18053747726
19.0389547173, 265.958922482, 1.18394407028
43.3524421559, 287.875775545, 1.18518415445
24.7402479293, 254.133781765, 1.18958401676
24.8840847487, 274.434940211, 1.19005682368
8.8232023055, 324.318761789, 1.19346967019
2.04238247991, 330.643703436, 1.1961967526
29.1360625271, 28.0816006637, 1.19754923653
21.9140511454, 27.0856986316, 1.20160496098
18.2532978165, 166.040928041, 1.20276434828
28.6862354405, 198.154545901, 1.20607007032
14.1708102325, 226.660413826, 1.20961649609
19.3308093693, 232.186505705, 1.21111117564
17.8836915428, 282.1666588, 1.21294931485
12.1866150705, 329.856499141, 1.21631248106
33.9853643499, 80.9616543194, 1.21782050931
31.7264823464, 312.550015451, 1.22017424992
15.4232250484, 93.381657002, 1.223531816
27.9419548617, 353.346713704, 1.22539296066
23.2865161315, 98.07600403, 1.22900394117
19.3622170134, 18.9391962956, 1.23176343328
8.67728303559, 72.1232959745, 1.2329148508
25.870304814, 289.669101444, 1.2350576902
20.9654437222, 79.0308972003, 1.23785060738
46.2946492289, 329.938467187, 1.24029142297
18.1843540576, 158.260265116, 1.24396358059
29.7618679631, 236.547078952, 1.24576445549
12.9140753746, 250.033489194, 1.24830997531
19.6168137212, 206.723817077, 1.25012844812
28.5520774466, 281.679326302, 1.25378187397
5.27340620128, 134.127220494, 1.25630874631
37.3589138394, 220.745524376, 1.25792743426
12.361938621, 124.901341963, 1.2614596544
25.4523221104, 313.509314186, 1.26295992585
14.0898837488, 273.29863475, 1.26593875362
22.6696337168, 198.633024483, 1.26948853632
17.3367597641, 98.3894503627, 1.27202552884
9.97495062327, 146.278924696, 1.2730034806
41.4970587657, 311.111733738, 1.27546692833
12.9890862155, 32.3032000812, 1.27999655339
12.9285670756, 233.2801714, 1.28222981421
22.5640490618, 281.378692117, 1.28262802126
9.62278188386, 217.75834429, 1.28599363505
22.2239709685, 168.625234419, 1.28934577294
24.2065865339, 227.950609145, 1.29123393024
15.4247937641, 345.326149001, 1.29342985143
24.3804725447, 58.3584660611, 1.29681429936
19.3628934613, 56.4862514995, 1.29866696387
17.3722528177, 211.045218779, 1.30122009354
14.2626694405, 294.140865031, 1.30375226725
16.6081378969, 175.369381264, 1.30538976738
21.7186949184, 263.349999529, 1.30801176241
16.3753178159, 59.9522533072, 1.31197735663
11.9935534319, 105.628078441, 1.31282838101
14.0271423241, 118.855636949, 1.31707077022
14.53661197, 95.6178030339, 1.31756633363
16.7790525228, 274.156206412, 1.32194862963
19.1982751847, 326.202101894, 1.32366903726
17.9995966941, 289.704779701, 1.32701277705
11.4836356916, 194.984268376, 1.32769349783
18.5052244158, 126.780541704, 1.33223081719
29.2626874566, 99.3356072067, 1.33358455666
46.4434017835, 83.5185658804, 1.33578094395
45.1620752371, 225.036121805, 1.33773696129
23.5938330172, 61.4597610254, 1.34169731858
10.9864582561, 70.2158416354, 1.3431702294
18.5016005421, 314.585479167, 1.34676462348
20.4782649369, 81.4041955022, 1.34858327232
3.14592081611, 79.5168085645, 1.35151735009
16.1190654486, 147.954305041, 1.35338354555
6.68169909903, 184.853772417, 1.35685812668
38.8468638325, 94.840394214, 1.35897443999
13.2211766783, 207.18988665, 1.36220297655
15.019211242, 311.804859159, 1.3647838674
30.3802819789, 168.779433801, 1.36511102815
22.6987850605, 122.309606173, 1.36972665187
38.7821309064, 336.844013271, 1.37150281458
12.8574927892, 344.458517626, 1.37368998272
14.3411972756, 198.245953954, 1.37596389594
11.0856341803, 81.4277435348, 1.37765890161
14.8926566347, 187.290833853, 1.38048838309
18.6338251456, 146.901743817, 1.38260533521
24.1327034608, 216.289620595, 1.38647748849
25.7039242113, 94.9716164498, 1.38922675087
15.4543864448, 330.964903171, 1.39218133407
29.5010084987, 241.240160184, 1.39276536975
18.1511211921, 303.216649532, 1.39679664034
19.3458383852, 178.492457357, 1.39803253394
13.4859006288, 223.150532264, 1.4008915489
11.8983566681, 190.753525326, 1.40472454887
31.7131646232, 172.39507127, 1.40649726307
27.9552931699, 294.695996072, 1.4097473984
21.0021276633, 187.520961114, 1.41197648337
9.36996459147, 54.0241587618, 1.41417623446
21.7976421009, 51.0254877198, 1.41606295739
15.2259993365, 41.646374872, 1.41892519819
7.76429593095, 187.257257832, 1.42229664542
33.7200188017, 228.226286409, 1.42330544939
31.3747911322, 162.517971325, 1.42514580147
37.2984032139, 264.796363237, 1.42830251902
15.4022028475, 131.793410659, 1.4322246179
11.0563232087, 140.085744775, 1.43353164487
8.03981764941, 23.056999526, 1.43677110434
16.9715251655, 57.2330476304, 1.43900354888
16.9255116014, 26.3606717121, 1.44236564907
11.1463260322, 132.221313121, 1.44375817335
13.7160520325, 310.369471575, 1.44620582849
17.4506709498, 51.0034708723, 1.44830269933
4.41667813687, 218.747298786, 1.45008847005
11.3254416854, 362.894856074, 1.45371993288
26.427129654, 14.0125962654, 1.45598480446
6.27677355301, 293.024987782, 1.45894842185
29.4755613593, 22.5288341099, 1.46086744273
10.210995412, 17.0479356979, 1.46406554952
12.8533986097, 74.7084568734, 1.4657115766
25.8342547347, 173.810740428, 1.4689701278
8.23106823753, 226.717674314, 1.4710362723
16.1270911006, 325.195975688, 1.47277791015
21.3057015754, 308.590903654, 1.47660312016
38.829270285, 243.072270188, 1.47856003671
20.7385681476, 322.464001999, 1.48002825182
28.6824822325, 175.045205211, 1.48306340954
34.1841936977, 56.2931337149, 1.48642140136
29.3538082487, 196.544254567, 1.48815265504
24.2466703465, 231.396957702, 1.49242984043
11.4146374548, 84.631726529, 1.49384151876
9.78019391307, 56.4635011132, 1.49577090631
23.914017675, 138.571498692, 1.49931925001
20.3429365025, 296.129034442, 1.50214849702
11.498983992, 123.071333701, 1.50312751745
48.7330565375, 38.01860348, 1.5073261651
40.3403725824, 199.481040169, 1.50859239795
19.4484262257, 275.925278355, 1.51244612296
32.1913596247, 34.5559951828, 1.51387775645
19.1842672663, 297.188061491, 1.51636301031
25.4536714035, 123.442707652, 1.51884054956
12.160847368, 253.881845925, 1.52038706638
25.6502412402, 202.140219527, 1.52398481973
14.110085721, 220.326369231, 1.52606042913
24.747369026, 161.859455537, 1.52754570758
20.1725420345, 335.255281484, 1.5308003742
12.077356452, 83.734490433, 1.53396133035
20.5915843738, 362.613047659, 1.53713107157
11.5341498937, 273.234348974, 1.53937646789
14.3434781939, 151.452824273, 1.54134162681
12.6326481108, 329.49692337, 1.54399586301
19.4049246056, 229.576146167, 1.54523691957
15.6763947966, 234.048804466, 1.54895902502
34.2372244272, 282.942996365, 1.5503451995
10.8079361763, 154.547285861, 1.55440921003
15.7765985408, 266.520323327, 1.55500814987
13.6552726916, 152.735908991, 1.55832098731
29.8426122241, 211.87209096, 1.56100467628
25.8277209567, 30.4990820806, 1.56329995465
34.3474214274, 33.6312817521, 1.56729887844
12.5434786357, 362.960622324, 1.56802420957
16.2343484022, 132.239860022, 1.57042743607
