time_SN_vis, pmt_vis,x_vis,y_vis,z_vis,event_vis
1175367.0507, 19.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.04026, 19.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07114, 25.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.06297, 32.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07989, 33.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.03698, 33.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.0547, 34.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.04719, 35.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.54264, 36.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.08093, 37.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.06908, 37.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07304, 37.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.12168, 37.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.06796, 38.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.06999, 38.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.05484, 38.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.04451, 38.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175368.01736, 39.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.09487, 40.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.08317, 41.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.1004, 45.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.08156, 45.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.09184, 48.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.05356, 52.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07238, 53.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.0569, 54.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.05061, 56.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.27921, 56.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175368.82199, 57.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.08693, 58.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.27773, 59.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.48302, 59.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.05907, 59.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.08422, 67.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.09318, 71.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07303, 72.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.07943, 75.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.43557, 84.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175368.09314, 87.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1175367.25657, 91.0, 347.678846412, -481.663297983, 1274.50331356, 470.0
1177792.00687, 0.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92228, 5.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.94091, 20.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92869, 20.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92175, 24.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.93026, 26.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91718, 28.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.94328, 32.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177792.10373, 42.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.9713, 43.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.93147, 44.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91065, 44.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177792.02122, 45.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88855, 46.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.95028, 46.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177792.05346, 48.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.93684, 50.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.97508, 52.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.95314, 54.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.8832, 55.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.90692, 55.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.89004, 56.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.90846, 59.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.90876, 63.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92511, 63.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91366, 65.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.90421, 65.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92711, 66.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.9457, 66.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91314, 68.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.87767, 69.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91169, 70.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.86884, 71.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177792.01474, 72.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.93461, 74.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177792.02886, 77.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88536, 83.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.90207, 84.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.86384, 84.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.8749, 84.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88423, 85.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88276, 86.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.87025, 86.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92474, 87.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.9041, 87.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.94339, 88.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.89767, 89.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.89389, 90.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88807, 91.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.86102, 91.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.87274, 91.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.94407, 92.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.9529, 94.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.99562, 95.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91559, 107.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.89126, 107.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.8869, 107.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.89262, 107.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.87578, 108.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.91489, 109.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.92841, 111.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88344, 111.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.86363, 112.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88358, 113.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.95661, 114.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.8851, 115.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1177791.88255, 119.0, 169.861507693, 143.687643541, 299.859554547, 471.0
1180537.53564, 9.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.52225, 13.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.52261, 13.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.52664, 14.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.61164, 16.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.53917, 17.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.55049, 18.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.53308, 18.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.5474, 19.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.54554, 30.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.6239, 34.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.521, 37.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.54991, 54.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.63365, 57.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1180537.56982, 73.0, 234.040941506, -412.720389601, 1363.20484598, 472.0
1183944.11217, 0.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12122, 2.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12774, 2.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.16612, 3.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12538, 4.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.10622, 4.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.17642, 6.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.17213, 7.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12072, 11.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.11567, 14.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.24437, 17.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.11426, 25.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.11593, 27.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.13748, 27.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.17799, 27.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.1395, 28.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12881, 30.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14127, 32.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.17469, 32.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.13517, 32.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.11882, 35.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14119, 42.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.15125, 42.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.12303, 48.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14764, 70.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.21809, 72.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14481, 73.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14646, 82.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.19005, 90.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.19971, 91.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.14739, 93.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1183944.16483, 96.0, 265.958922482, 252.602361404, 1241.77755286, 473.0
1185184.22278, 0.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21174, 1.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21925, 2.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24307, 2.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2831, 2.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21835, 2.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21061, 3.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20422, 3.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.1926, 4.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22876, 4.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20215, 5.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19828, 7.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22972, 8.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22909, 9.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22634, 9.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20437, 9.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24299, 13.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22129, 13.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.25108, 15.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.25468, 17.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20977, 19.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24593, 22.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19242, 22.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20114, 23.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20045, 23.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18481, 23.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18665, 24.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19494, 24.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19806, 24.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18436, 24.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20797, 25.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21435, 25.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21114, 26.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20872, 27.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21221, 27.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22025, 27.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20613, 28.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20574, 28.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2056, 28.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20125, 28.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18891, 28.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20127, 29.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23055, 29.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23287, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19401, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23489, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19323, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22472, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21256, 30.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23456, 32.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.26113, 33.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21621, 34.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24662, 35.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23214, 35.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19308, 40.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23251, 40.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18376, 42.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20967, 42.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20786, 42.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19296, 42.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22008, 42.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20701, 43.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.27997, 43.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19583, 44.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21511, 44.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23951, 44.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21313, 44.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18133, 45.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18273, 45.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19641, 45.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20422, 45.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19286, 46.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.26039, 47.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.18951, 47.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20288, 49.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20379, 49.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20094, 49.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.28854, 52.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2461, 54.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21886, 54.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23106, 55.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24731, 59.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22362, 60.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19029, 60.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22332, 61.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20706, 61.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19705, 61.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21865, 61.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21172, 62.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19004, 63.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19984, 63.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19651, 64.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23697, 65.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21507, 65.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20915, 65.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.1911, 66.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.26659, 66.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2121, 66.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23164, 67.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21051, 67.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20082, 69.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.25436, 69.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2285, 69.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20534, 69.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22755, 70.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.30053, 70.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22115, 70.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23049, 73.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20264, 73.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19416, 73.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24626, 74.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21829, 75.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24473, 79.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22583, 81.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19277, 82.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23886, 84.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20439, 84.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20522, 85.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2529, 86.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.19675, 87.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21257, 87.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21617, 89.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.27057, 89.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24175, 90.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21163, 90.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20604, 91.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21198, 94.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2069, 95.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24535, 95.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.37829, 99.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.20828, 103.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.27111, 104.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.23949, 105.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2445, 107.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.22094, 108.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.2516, 112.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.21675, 112.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24169, 114.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1185184.24308, 115.0, 287.875775545, 325.422982577, 823.821980307, 474.0
1189584.10166, 0.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.10801, 1.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.1008, 4.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.11649, 10.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06818, 11.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.14294, 11.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08153, 11.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.111, 12.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.07352, 12.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08519, 12.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.16976, 14.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08694, 15.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.15056, 15.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08056, 15.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.10825, 15.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.12512, 16.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06053, 18.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.05952, 18.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.05879, 19.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09856, 19.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.19504, 22.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08314, 24.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06296, 24.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.11256, 26.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09607, 27.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.17913, 28.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06322, 28.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.07443, 30.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.07809, 31.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06544, 33.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06282, 34.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06543, 35.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09532, 35.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06166, 35.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09017, 36.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.12085, 36.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.05174, 37.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.11891, 37.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.05661, 38.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08404, 39.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08588, 45.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08131, 47.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.07957, 49.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09664, 50.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08484, 51.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08247, 51.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.06881, 53.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.10538, 55.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09442, 55.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.07748, 77.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.08988, 77.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.13347, 77.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.11516, 85.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09912, 87.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.10914, 89.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.10581, 90.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.09439, 98.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.1234, 115.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1189584.15769, 116.0, 254.133781765, -240.851073023, 1204.96405911, 475.0
1190056.88568, 2.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.88989, 2.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.92765, 3.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.86256, 4.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.93814, 6.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.87961, 6.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.8834, 6.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.88905, 7.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.89803, 9.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.87119, 10.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
1190056.90544, 21.0, 274.434940211, 281.235082274, 1111.63518896, 476.0
