time_SN_vis, pmt_vis,x_vis,y_vis,z_vis,event_vis
340326.879562, 13.0, 351.647189455, 234.012006405, -96.9443702339, 136.0
340326.851884, 77.0, 351.647189455, 234.012006405, -96.9443702339, 136.0
340326.86005, 103.0, 351.647189455, 234.012006405, -96.9443702339, 136.0
343827.343258, 0.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.349231, 1.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.369437, 2.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.389151, 2.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.363076, 3.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.377943, 7.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.391847, 7.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.404555, 8.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.379082, 11.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.400471, 25.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.384182, 26.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.397994, 27.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.367761, 33.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.38545, 35.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.389184, 41.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.358037, 43.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
343827.394786, 61.0, 288.353198736, 576.505983365, 1311.86971901, 137.0
345943.301847, 9.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.287161, 23.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.328179, 30.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.289492, 32.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.268794, 35.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.314487, 39.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.294706, 47.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.28777, 52.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.29976, 55.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.30839, 60.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.291942, 64.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.281964, 65.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.28943, 74.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.286673, 78.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.323512, 82.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.305239, 84.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.285057, 86.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.284076, 86.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.305404, 88.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.268699, 91.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.29173, 92.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.317755, 92.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.280691, 94.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.306034, 94.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.2757, 111.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.311277, 112.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.300971, 113.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.295412, 114.0, 304.194906032, -132.463804066, 648.450446859, 138.0
345943.28198, 117.0, 304.194906032, -132.463804066, 648.450446859, 138.0
347545.936037, 0.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.905919, 14.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.98024, 14.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.860416, 14.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.903031, 14.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.880885, 17.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347546.033008, 22.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.979542, 33.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.865382, 35.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.87658, 37.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.954327, 39.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347546.012794, 52.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.972239, 53.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.865791, 56.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.987455, 72.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
347545.961563, 113.0, 163.042678877, -597.248345951, 1209.74791941, 139.0
353417.578552, 3.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
353417.318296, 15.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
353417.356866, 34.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
353417.648163, 36.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
353417.343191, 42.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
353417.348077, 59.0, 32.7167507436, -228.967537648, 1042.62925977, 141.0
357189.302381, 83.0, 306.026465451, 350.929113726, -248.022569829, 142.0
359136.237946, 8.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.190416, 9.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.232688, 9.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.229498, 12.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.190528, 27.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.217102, 37.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.212891, 40.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.186043, 45.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.203525, 48.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.203327, 48.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.191415, 52.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.242094, 58.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.202824, 62.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.251695, 65.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.183762, 65.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.172713, 66.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.178667, 67.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.162014, 67.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.166351, 67.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.162564, 69.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.178016, 69.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.226989, 70.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.186179, 72.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.205612, 72.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.168638, 73.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.202884, 74.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.160486, 84.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.185704, 86.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.163706, 86.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.164143, 87.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.203849, 87.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.164128, 87.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.16285, 87.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.188746, 88.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.181568, 88.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.169884, 88.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.18481, 90.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.188354, 90.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.202257, 90.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.198299, 91.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.168211, 91.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.207425, 94.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.175834, 95.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.211243, 98.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.224013, 100.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.236011, 101.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.206314, 102.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.193551, 102.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.163981, 102.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.186514, 102.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.203477, 103.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.166804, 103.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.160122, 105.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.181848, 105.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.158246, 106.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.17292, 107.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.177667, 107.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.157923, 107.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.184401, 107.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.167384, 110.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.185288, 110.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.20834, 112.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.186706, 112.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.174831, 113.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.1627, 113.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.156806, 113.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.193264, 113.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.166871, 113.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.17077, 115.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
359136.193656, 117.0, 308.403657631, 30.7020065261, 239.738036312, 143.0
360352.525404, 95.0, 301.88114675, -320.435939527, -286.780194721, 144.0
362790.888677, 13.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.854192, 15.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.847766, 16.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.890736, 19.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.920043, 21.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.83518, 26.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.866598, 30.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.955948, 34.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.876206, 36.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.889889, 38.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.943992, 44.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.869953, 49.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.852584, 51.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.858425, 53.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.887311, 54.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.923801, 55.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.852033, 59.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.880515, 61.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.848917, 67.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.880246, 67.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.853342, 74.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.943447, 75.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.840884, 75.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.873658, 78.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.832271, 79.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.884079, 90.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.870682, 94.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362791.045989, 96.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.853918, 97.0, 203.997322696, -208.003118507, 740.546025338, 145.0
362790.98533, 113.0, 203.997322696, -208.003118507, 740.546025338, 145.0
367280.997872, 0.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.765308, 1.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.030195, 3.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.110529, 3.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.009007, 4.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.487403, 4.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.027999, 4.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.051565, 8.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.192113, 8.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.169454, 8.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367283.339235, 9.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.973106, 9.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.992582, 10.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.840806, 10.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.692255, 12.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.995087, 16.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.311104, 21.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.961822, 22.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.005104, 23.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.867469, 24.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.117034, 25.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.190943, 27.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.990604, 28.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.005584, 28.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.961758, 28.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.218768, 29.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.132415, 30.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.115049, 30.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.049166, 30.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.992761, 30.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.984097, 30.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.965541, 31.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.002424, 31.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.994855, 32.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.020934, 33.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.199044, 34.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.070447, 34.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.99476, 35.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.960123, 36.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.971169, 36.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.998714, 37.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.978579, 39.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.010567, 40.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.406125, 40.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.962047, 41.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.065351, 41.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.976501, 41.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.001008, 41.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.990333, 42.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.000687, 42.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.957495, 43.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367282.526445, 43.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.985424, 44.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.97101, 44.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.951381, 46.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.042122, 46.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.936026, 46.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.02084, 46.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.984689, 47.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.9844, 47.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.981989, 47.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.200961, 47.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.958037, 48.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.959558, 48.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.00859, 49.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.0236, 49.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.97282, 49.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.966953, 50.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.941695, 50.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.985033, 50.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.976411, 50.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.988642, 51.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.95472, 52.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.013394, 52.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.991052, 52.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.953855, 52.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.958779, 53.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.300536, 53.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.181535, 53.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.298854, 54.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.967714, 54.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.997355, 54.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.068927, 55.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.017465, 55.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.982165, 55.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.081195, 55.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.977318, 56.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367282.798427, 57.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.325513, 58.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.984251, 58.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.068694, 59.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367282.923375, 60.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.968703, 61.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.986329, 63.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.070359, 65.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.348467, 65.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.966967, 66.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.99874, 66.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.358074, 66.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.007536, 67.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.087323, 68.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.006295, 68.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.344353, 69.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.992171, 69.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.978246, 69.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.977012, 69.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367283.796381, 70.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.426947, 70.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.949415, 70.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.959887, 71.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.00151, 71.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.280463, 71.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.978667, 71.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.954355, 72.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.020746, 72.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.992614, 72.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.971736, 72.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.965972, 72.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.027785, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.986554, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.021799, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.001199, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.98056, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.041539, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.988535, 73.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.016387, 75.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.348447, 78.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.55782, 78.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.97994, 79.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.002095, 80.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.004567, 81.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.958983, 81.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.977152, 81.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.991813, 82.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.084778, 83.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.986826, 84.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.961695, 85.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.993889, 86.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.114575, 86.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.168978, 87.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.967538, 87.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.062267, 87.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.091365, 88.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.954137, 88.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.258644, 89.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.263899, 90.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.189555, 90.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367282.435696, 90.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.016971, 90.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.007786, 90.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.262822, 91.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.977237, 91.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.016938, 92.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.120229, 92.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.338201, 93.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.992122, 95.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.288026, 97.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.972032, 98.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.094911, 101.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.027946, 103.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.00032, 110.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.972072, 112.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367280.96796, 115.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
367281.002041, 115.0, 342.112708247, 77.7402057711, 769.706215516, 146.0
368931.368918, 3.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
368931.381954, 6.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
368931.367246, 6.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
368931.379999, 24.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
368931.606699, 27.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
368931.435713, 28.0, 17.8934165863, 484.753309148, 1181.93034918, 147.0
370495.744084, 2.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.815704, 7.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.730005, 7.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.726195, 7.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.705839, 8.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.825575, 10.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.862259, 10.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.753274, 13.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.703763, 13.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.75765, 14.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.733272, 15.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.744374, 18.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.872743, 23.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.824011, 24.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.926898, 28.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.746772, 28.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.742899, 31.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.739408, 33.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.776306, 44.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.830881, 44.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.779259, 44.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.754107, 46.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.757408, 47.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.747234, 49.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
370495.756364, 51.0, 126.676283367, -53.2630533171, 1137.04225074, 148.0
