time_SN_vuv, pmt_vuv,x_vuv,y_vuv,z_vuv,event_vuv
625827.901789, 17.0, 208.062925911, -263.648459891, 1392.97833979, 250.0
625827.999342, 34.0, 208.062925911, -263.648459891, 1392.97833979, 250.0
630706.486736, 20.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.463042, 40.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.454002, 42.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.454939, 42.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.513992, 46.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.546819, 46.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.54728, 48.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.409445, 60.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.439094, 60.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.482821, 60.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.418395, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.415896, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.424418, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.422382, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.433211, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.414105, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.425487, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.440424, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.43245, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.427989, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.442482, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.452677, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.417599, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.425138, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.448898, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.43509, 61.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.410656, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.408463, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.415559, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.445689, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.409747, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.465246, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.431481, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.443419, 62.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.410024, 63.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.443228, 63.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.507968, 63.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.419588, 63.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.4689, 64.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.447279, 64.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.509692, 64.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.454874, 65.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.579828, 66.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.519853, 80.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.448974, 80.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.681457, 81.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.470522, 81.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.473951, 81.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
630706.489116, 85.0, 59.8551892389, 506.721089408, 577.258476393, 252.0
633400.845917, 0.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.876053, 0.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.871736, 0.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.870398, 1.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.873215, 1.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.943586, 1.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.870899, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.844057, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.834557, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.852126, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.84793, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.836668, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.839517, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.841421, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.836263, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.85207, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.87504, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.837782, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.841979, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.842568, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.832089, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.831096, 2.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.839432, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.848952, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.863672, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.839245, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.857396, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.853395, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.864743, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.871174, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.836845, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.843132, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.82896, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.855399, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.832251, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.861563, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.858636, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.840884, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.862543, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.86739, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.871119, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.862236, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.841803, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.830798, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.840233, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.827405, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.857368, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.8293, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.861203, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.840169, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.867217, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.854213, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.832119, 3.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.84113, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.846249, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.896332, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.876878, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.889022, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.878039, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.85839, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.843584, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.879838, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.901278, 4.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.879983, 5.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.855137, 5.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633401.075988, 6.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.874492, 7.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.871044, 8.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633401.028234, 20.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.909496, 21.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.894258, 21.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.863217, 21.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.904164, 21.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.902092, 21.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.880636, 22.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.938593, 22.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.935634, 23.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.875036, 24.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.880867, 24.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.939182, 25.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.905543, 28.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
633400.938741, 46.0, 14.6590835799, 421.617115279, 1237.56256631, 253.0
637459.19485, 87.0, 329.257684038, 303.194191885, 10.3535852279, 254.0
637459.166778, 102.0, 329.257684038, 303.194191885, 10.3535852279, 254.0
637459.193455, 103.0, 329.257684038, 303.194191885, 10.3535852279, 254.0
637459.073936, 105.0, 329.257684038, 303.194191885, 10.3535852279, 254.0
637459.340622, 106.0, 329.257684038, 303.194191885, 10.3535852279, 254.0
637810.859309, 6.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.498317, 43.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.410772, 47.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.564256, 50.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.340482, 65.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.379885, 66.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.391914, 68.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.340851, 69.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.463414, 76.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.363293, 87.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.337583, 87.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.398266, 88.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.375937, 89.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.376335, 90.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.428804, 90.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.348242, 91.0, 156.042167179, 109.236560619, 480.430399166, 255.0
637810.677549, 96.0, 156.042167179, 109.236560619, 480.430399166, 255.0
640469.008069, 91.0, 349.065992377, 98.968462792, 132.698095712, 256.0
644444.217799, 62.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.132818, 62.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.353105, 64.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.629196, 67.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.149928, 80.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.129054, 80.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.224575, 80.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.123824, 82.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.325954, 82.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.212223, 83.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.148291, 83.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.252115, 83.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.150447, 83.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.160356, 83.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.225962, 85.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.177823, 85.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.164224, 85.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.165806, 85.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.139118, 85.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.174289, 87.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.224049, 88.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.206248, 90.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.388465, 91.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.338695, 101.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.255536, 102.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.148573, 102.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.149961, 103.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.228451, 104.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.149044, 105.0, 171.284567059, 407.092638747, 371.114784416, 257.0
644444.21073, 108.0, 171.284567059, 407.092638747, 371.114784416, 257.0
646786.33367, 14.0, 346.79245132, -523.394832019, 1337.34244322, 258.0
646786.310835, 16.0, 346.79245132, -523.394832019, 1337.34244322, 258.0
646786.327042, 16.0, 346.79245132, -523.394832019, 1337.34244322, 258.0
646786.23828, 35.0, 346.79245132, -523.394832019, 1337.34244322, 258.0
648957.469383, 31.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.982602, 34.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.963794, 36.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.950065, 36.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.910003, 37.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.975244, 38.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.929835, 39.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648957.27169, 49.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.984781, 51.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.907157, 52.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.929376, 52.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.914542, 54.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.912322, 54.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.911453, 55.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.940151, 55.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.902007, 57.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648957.073602, 57.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648957.214864, 73.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648956.929734, 74.0, 158.634238876, -380.577485838, 800.718564333, 259.0
648957.027166, 77.0, 158.634238876, -380.577485838, 800.718564333, 259.0
650267.171605, 34.0, 331.776467939, -267.373078221, 611.506132309, 260.0
650267.076544, 36.0, 331.776467939, -267.373078221, 611.506132309, 260.0
650267.542496, 40.0, 331.776467939, -267.373078221, 611.506132309, 260.0
650267.383241, 51.0, 331.776467939, -267.373078221, 611.506132309, 260.0
650267.095986, 55.0, 331.776467939, -267.373078221, 611.506132309, 260.0
653345.182466, 113.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.293569, 113.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.173304, 114.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.160756, 114.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.173606, 115.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.15986, 115.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.21361, 116.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.165025, 118.0, 72.563661362, -410.073469068, -146.809963368, 261.0
653345.193974, 119.0, 72.563661362, -410.073469068, -146.809963368, 261.0
659858.907022, 96.0, 327.235636808, -558.400206111, 255.40602143, 263.0
660354.946719, 0.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.872558, 2.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.836507, 7.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.834829, 8.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.878792, 9.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.844484, 24.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660354.854988, 24.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660356.013558, 53.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
660355.424953, 72.0, 264.54381106, 147.200175531, 1100.64136734, 264.0
663137.108574, 86.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.071944, 88.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.081232, 91.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.150699, 100.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.033595, 102.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.111937, 102.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.177874, 102.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.161691, 103.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.124464, 103.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.055152, 104.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.074783, 104.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.051795, 105.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.018898, 106.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.035102, 106.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.063673, 107.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.054323, 107.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.016688, 108.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.054263, 109.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.034794, 109.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.372607, 111.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.182154, 113.0, 141.75160013, 161.953520149, -104.720741431, 265.0
663137.090302, 114.0, 141.75160013, 161.953520149, -104.720741431, 265.0
665899.261051, 68.0, 130.838966101, -85.2898131094, -265.887881814, 266.0
665899.418828, 108.0, 130.838966101, -85.2898131094, -265.887881814, 266.0
665899.192704, 112.0, 130.838966101, -85.2898131094, -265.887881814, 266.0
665899.18179, 114.0, 130.838966101, -85.2898131094, -265.887881814, 266.0
669641.149704, 1.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.140909, 2.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.17261, 2.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.203005, 2.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.272968, 3.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.187006, 3.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.159125, 4.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.138964, 4.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.129716, 4.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.172232, 4.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.138527, 4.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.133222, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.233075, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.157641, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.161244, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.195837, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.123995, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.138939, 5.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.176471, 6.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.103724, 6.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.126689, 6.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.189963, 7.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.196127, 7.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.162165, 7.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.146704, 7.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.176751, 8.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.202499, 8.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.144912, 8.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.186176, 10.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.270134, 24.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.2187, 24.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.13123, 25.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.338122, 26.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.319127, 27.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.236981, 27.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.184312, 27.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.375177, 29.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.812698, 31.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.71988, 32.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.286559, 44.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
669641.361166, 66.0, 122.12553249, 276.849491541, 1304.39510024, 267.0
671827.559557, 82.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.528632, 103.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.392216, 104.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.431923, 106.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.367634, 107.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.417343, 107.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.406162, 108.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.440175, 110.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.698991, 110.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.444074, 110.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671827.417804, 110.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
671828.081345, 114.0, 53.4031029281, 135.424476191, -136.134120563, 268.0
672509.390323, 18.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.286062, 24.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.271465, 31.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.236637, 36.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.237652, 37.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.304105, 37.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.1779, 37.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.218003, 38.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.198223, 38.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.204474, 38.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.237794, 51.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.189391, 53.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.241899, 57.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.193209, 57.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.21007, 57.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.202871, 58.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.205325, 58.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.24281, 59.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.334915, 59.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.219301, 59.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.507695, 64.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.234833, 76.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.225913, 79.0, 134.927840946, -426.507051242, 864.176898988, 269.0
672509.262567, 79.0, 134.927840946, -426.507051242, 864.176898988, 269.0
677460.321994, 3.0, 281.564832202, 612.125340969, 1359.55091621, 270.0
677460.458404, 45.0, 281.564832202, 612.125340969, 1359.55091621, 270.0
677688.133259, 88.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.11794, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.146791, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.192427, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.167712, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.185275, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.103198, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.112039, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.12425, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.167748, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.112291, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.107639, 90.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.150695, 91.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.166618, 91.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.126912, 92.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.128012, 92.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.194666, 107.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.192336, 109.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.156308, 109.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.10769, 109.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.138018, 110.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.098501, 110.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.099501, 110.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.16123, 110.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.157655, 110.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.162089, 111.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.158483, 111.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
677688.114486, 112.0, 12.1553802497, -35.3069203992, 229.294095646, 271.0
