3.0,3.4444444444444446,3.888888888888889,4.333333333333333,4.777777777777778,5.222222222222222,5.666666666666666,6.111111111111111,6.555555555555555,7.0
5,18925.2,9086.4,10098.8,4854.8,5481.6,2648.8,3018.4,3388.8,1656.0,1894.4
7,3175.6,3670.4,1683.2,2007.6,928.0,424.0,506.0,229.6,286.8,128.8
10,1165.6,509.6,210.4,91.6,38.4,14.4,21.6,11.6,5.2,1.6
13,120.0,52.0,21.2,10.4,4.0,0.0,0.0,0.0,0.0,0.0
15,40.8,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
