time,pmt,x,y,z,event
8750.17657271, 70.0, 186.5, -29.0, 700.0, 3.0
8750.18325866, 70.0, 186.5, -29.0, 700.0, 3.0
8750.16684859, 71.0, 186.5, -29.0, 700.0, 3.0
8750.18570974, 71.0, 186.5, -29.0, 700.0, 3.0
8750.11887852, 71.0, 186.5, -29.0, 700.0, 3.0
8750.08024438, 71.0, 186.5, -29.0, 700.0, 3.0
8750.12962984, 72.0, 186.5, -29.0, 700.0, 3.0
8750.10500178, 73.0, 186.5, -29.0, 700.0, 3.0
8750.16578401, 74.0, 186.5, -29.0, 700.0, 3.0
8750.31422196, 75.0, 186.5, -29.0, 700.0, 3.0
8750.19208479, 75.0, 186.5, -29.0, 700.0, 3.0
8750.09565672, 75.0, 186.5, -29.0, 700.0, 3.0
8750.07816018, 80.0, 186.5, -29.0, 700.0, 3.0
8750.18352959, 87.0, 186.5, -29.0, 700.0, 3.0
8750.16006655, 90.0, 186.5, -29.0, 700.0, 3.0
8750.19780623, 95.0, 186.5, -29.0, 700.0, 3.0
8750.07280843, 95.0, 186.5, -29.0, 700.0, 3.0
8750.33962429, 99.0, 186.5, -29.0, 700.0, 3.0
8750.19206294, 101.0, 186.5, -29.0, 700.0, 3.0
8750.09078482, 107.0, 186.5, -29.0, 700.0, 3.0
8750.20138565, 111.0, 186.5, -29.0, 700.0, 3.0
8750.06138289, 114.0, 186.5, -29.0, 700.0, 3.0
11250.3890534, 10.0, 186.5, -29.0, 700.0, 4.0
11250.4146633, 11.0, 186.5, -29.0, 700.0, 4.0
11250.2059649, 11.0, 186.5, -29.0, 700.0, 4.0
11250.0996551, 11.0, 186.5, -29.0, 700.0, 4.0
11250.2548304, 15.0, 186.5, -29.0, 700.0, 4.0
11250.1737887, 17.0, 186.5, -29.0, 700.0, 4.0
11250.3690568, 19.0, 186.5, -29.0, 700.0, 4.0
11250.1874108, 20.0, 186.5, -29.0, 700.0, 4.0
11250.1826509, 23.0, 186.5, -29.0, 700.0, 4.0
11250.1109432, 25.0, 186.5, -29.0, 700.0, 4.0
11250.2238384, 26.0, 186.5, -29.0, 700.0, 4.0
11250.1126178, 27.0, 186.5, -29.0, 700.0, 4.0
11250.1688214, 27.0, 186.5, -29.0, 700.0, 4.0
11250.1227404, 28.0, 186.5, -29.0, 700.0, 4.0
11250.0982523, 30.0, 186.5, -29.0, 700.0, 4.0
11250.1338942, 31.0, 186.5, -29.0, 700.0, 4.0
11250.2005529, 31.0, 186.5, -29.0, 700.0, 4.0
11250.072317, 31.0, 186.5, -29.0, 700.0, 4.0
11250.4623879, 36.0, 186.5, -29.0, 700.0, 4.0
11250.2024088, 36.0, 186.5, -29.0, 700.0, 4.0
11250.1293642, 36.0, 186.5, -29.0, 700.0, 4.0
11250.1479585, 37.0, 186.5, -29.0, 700.0, 4.0
11250.3357245, 40.0, 186.5, -29.0, 700.0, 4.0
11250.1007679, 42.0, 186.5, -29.0, 700.0, 4.0
11250.068972, 42.0, 186.5, -29.0, 700.0, 4.0
11250.24931, 42.0, 186.5, -29.0, 700.0, 4.0
11250.1039864, 43.0, 186.5, -29.0, 700.0, 4.0
11250.2464745, 43.0, 186.5, -29.0, 700.0, 4.0
11250.1436068, 43.0, 186.5, -29.0, 700.0, 4.0
11250.1807765, 43.0, 186.5, -29.0, 700.0, 4.0
11250.1661338, 44.0, 186.5, -29.0, 700.0, 4.0
11250.3141139, 46.0, 186.5, -29.0, 700.0, 4.0
11250.1777975, 46.0, 186.5, -29.0, 700.0, 4.0
11250.168564, 46.0, 186.5, -29.0, 700.0, 4.0
11250.0900405, 47.0, 186.5, -29.0, 700.0, 4.0
11250.194166, 47.0, 186.5, -29.0, 700.0, 4.0
11250.3605916, 48.0, 186.5, -29.0, 700.0, 4.0
11250.1043952, 48.0, 186.5, -29.0, 700.0, 4.0
11250.0767872, 49.0, 186.5, -29.0, 700.0, 4.0
11250.0691973, 50.0, 186.5, -29.0, 700.0, 4.0
11250.3001577, 50.0, 186.5, -29.0, 700.0, 4.0
11250.2371636, 51.0, 186.5, -29.0, 700.0, 4.0
11250.2898629, 51.0, 186.5, -29.0, 700.0, 4.0
11250.0755851, 51.0, 186.5, -29.0, 700.0, 4.0
11250.1260246, 52.0, 186.5, -29.0, 700.0, 4.0
11250.1275199, 52.0, 186.5, -29.0, 700.0, 4.0
11250.1009287, 52.0, 186.5, -29.0, 700.0, 4.0
11250.0585497, 52.0, 186.5, -29.0, 700.0, 4.0
11250.0940592, 54.0, 186.5, -29.0, 700.0, 4.0
11250.2101361, 54.0, 186.5, -29.0, 700.0, 4.0
11250.3009474, 55.0, 186.5, -29.0, 700.0, 4.0
11250.0577652, 56.0, 186.5, -29.0, 700.0, 4.0
11250.2274205, 58.0, 186.5, -29.0, 700.0, 4.0
11250.2139254, 59.0, 186.5, -29.0, 700.0, 4.0
11250.1204538, 59.0, 186.5, -29.0, 700.0, 4.0
11250.0966305, 63.0, 186.5, -29.0, 700.0, 4.0
11250.1274502, 63.0, 186.5, -29.0, 700.0, 4.0
11250.1524501, 63.0, 186.5, -29.0, 700.0, 4.0
11250.0729843, 63.0, 186.5, -29.0, 700.0, 4.0
11250.0726115, 67.0, 186.5, -29.0, 700.0, 4.0
11250.1062486, 68.0, 186.5, -29.0, 700.0, 4.0
11250.1966123, 69.0, 186.5, -29.0, 700.0, 4.0
11250.1515411, 69.0, 186.5, -29.0, 700.0, 4.0
11250.1254493, 69.0, 186.5, -29.0, 700.0, 4.0
11250.2337735, 70.0, 186.5, -29.0, 700.0, 4.0
11250.3479603, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0455602, 70.0, 186.5, -29.0, 700.0, 4.0
11250.1394232, 70.0, 186.5, -29.0, 700.0, 4.0
11250.3228072, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0953464, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0680626, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0591842, 71.0, 186.5, -29.0, 700.0, 4.0
11250.2708773, 72.0, 186.5, -29.0, 700.0, 4.0
11250.0907573, 73.0, 186.5, -29.0, 700.0, 4.0
11250.1090871, 73.0, 186.5, -29.0, 700.0, 4.0
11250.080619, 74.0, 186.5, -29.0, 700.0, 4.0
11250.2114695, 75.0, 186.5, -29.0, 700.0, 4.0
11250.1643911, 78.0, 186.5, -29.0, 700.0, 4.0
11250.1168771, 78.0, 186.5, -29.0, 700.0, 4.0
11250.3538471, 85.0, 186.5, -29.0, 700.0, 4.0
11250.2093954, 85.0, 186.5, -29.0, 700.0, 4.0
11250.1826535, 86.0, 186.5, -29.0, 700.0, 4.0
11250.0778145, 86.0, 186.5, -29.0, 700.0, 4.0
11250.0629536, 86.0, 186.5, -29.0, 700.0, 4.0
11250.1539454, 86.0, 186.5, -29.0, 700.0, 4.0
11250.2225438, 89.0, 186.5, -29.0, 700.0, 4.0
11250.163655, 90.0, 186.5, -29.0, 700.0, 4.0
11250.1781613, 90.0, 186.5, -29.0, 700.0, 4.0
11250.1893219, 92.0, 186.5, -29.0, 700.0, 4.0
11250.1628779, 94.0, 186.5, -29.0, 700.0, 4.0
11250.3305279, 96.0, 186.5, -29.0, 700.0, 4.0
11250.2078825, 96.0, 186.5, -29.0, 700.0, 4.0
11250.0932223, 97.0, 186.5, -29.0, 700.0, 4.0
11250.1899552, 99.0, 186.5, -29.0, 700.0, 4.0
11250.3521287, 105.0, 186.5, -29.0, 700.0, 4.0
11250.1568071, 110.0, 186.5, -29.0, 700.0, 4.0
11250.2037796, 111.0, 186.5, -29.0, 700.0, 4.0
11250.0970387, 113.0, 186.5, -29.0, 700.0, 4.0
11250.3320029, 116.0, 186.5, -29.0, 700.0, 4.0
11250.0873786, 117.0, 186.5, -29.0, 700.0, 4.0
13750.3038781, 5.0, 186.5, -29.0, 700.0, 5.0
13750.1545331, 5.0, 186.5, -29.0, 700.0, 5.0
13750.373735, 9.0, 186.5, -29.0, 700.0, 5.0
13750.3997701, 17.0, 186.5, -29.0, 700.0, 5.0
13750.1848713, 26.0, 186.5, -29.0, 700.0, 5.0
13750.1748666, 29.0, 186.5, -29.0, 700.0, 5.0
13750.1324218, 32.0, 186.5, -29.0, 700.0, 5.0
13750.1481345, 33.0, 186.5, -29.0, 700.0, 5.0
13750.0836042, 38.0, 186.5, -29.0, 700.0, 5.0
13750.0988608, 40.0, 186.5, -29.0, 700.0, 5.0
13750.1899169, 42.0, 186.5, -29.0, 700.0, 5.0
13750.0765215, 43.0, 186.5, -29.0, 700.0, 5.0
13750.0790588, 45.0, 186.5, -29.0, 700.0, 5.0
13750.194669, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0443588, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0990951, 49.0, 186.5, -29.0, 700.0, 5.0
13750.2474758, 50.0, 186.5, -29.0, 700.0, 5.0
13750.4014326, 51.0, 186.5, -29.0, 700.0, 5.0
13750.1639933, 51.0, 186.5, -29.0, 700.0, 5.0
13750.3859378, 52.0, 186.5, -29.0, 700.0, 5.0
13750.1052701, 53.0, 186.5, -29.0, 700.0, 5.0
13750.0766053, 55.0, 186.5, -29.0, 700.0, 5.0
13750.1059652, 56.0, 186.5, -29.0, 700.0, 5.0
13750.205746, 56.0, 186.5, -29.0, 700.0, 5.0
13750.1546876, 56.0, 186.5, -29.0, 700.0, 5.0
13750.1445131, 59.0, 186.5, -29.0, 700.0, 5.0
13750.0579584, 66.0, 186.5, -29.0, 700.0, 5.0
13750.0737166, 68.0, 186.5, -29.0, 700.0, 5.0
13750.1625543, 69.0, 186.5, -29.0, 700.0, 5.0
13750.2803857, 70.0, 186.5, -29.0, 700.0, 5.0
13750.3739964, 70.0, 186.5, -29.0, 700.0, 5.0
13750.1777685, 71.0, 186.5, -29.0, 700.0, 5.0
13750.0397656, 72.0, 186.5, -29.0, 700.0, 5.0
13750.0471522, 72.0, 186.5, -29.0, 700.0, 5.0
13750.2037181, 73.0, 186.5, -29.0, 700.0, 5.0
13750.2401035, 73.0, 186.5, -29.0, 700.0, 5.0
13750.0811162, 73.0, 186.5, -29.0, 700.0, 5.0
13750.4335799, 76.0, 186.5, -29.0, 700.0, 5.0
13750.3968472, 76.0, 186.5, -29.0, 700.0, 5.0
13750.2164985, 80.0, 186.5, -29.0, 700.0, 5.0
13750.1262539, 80.0, 186.5, -29.0, 700.0, 5.0
13750.0868155, 85.0, 186.5, -29.0, 700.0, 5.0
13750.1350896, 90.0, 186.5, -29.0, 700.0, 5.0
13750.2319204, 90.0, 186.5, -29.0, 700.0, 5.0
13750.0623517, 91.0, 186.5, -29.0, 700.0, 5.0
13750.0858891, 91.0, 186.5, -29.0, 700.0, 5.0
13750.1452643, 91.0, 186.5, -29.0, 700.0, 5.0
13750.1469779, 92.0, 186.5, -29.0, 700.0, 5.0
13750.1058698, 93.0, 186.5, -29.0, 700.0, 5.0
13750.1432377, 94.0, 186.5, -29.0, 700.0, 5.0
13750.1917767, 95.0, 186.5, -29.0, 700.0, 5.0
13750.2818481, 98.0, 186.5, -29.0, 700.0, 5.0
13750.3881256, 99.0, 186.5, -29.0, 700.0, 5.0
13750.1446062, 106.0, 186.5, -29.0, 700.0, 5.0
13750.3030093, 118.0, 186.5, -29.0, 700.0, 5.0
13750.1607225, 118.0, 186.5, -29.0, 700.0, 5.0
13750.1821917, 119.0, 186.5, -29.0, 700.0, 5.0
16250.0937657, 8.0, 186.5, -29.0, 700.0, 6.0
16250.2965185, 10.0, 186.5, -29.0, 700.0, 6.0
16250.2680421, 10.0, 186.5, -29.0, 700.0, 6.0
16250.1340964, 11.0, 186.5, -29.0, 700.0, 6.0
16250.2861577, 12.0, 186.5, -29.0, 700.0, 6.0
16250.2083461, 13.0, 186.5, -29.0, 700.0, 6.0
16250.0778473, 13.0, 186.5, -29.0, 700.0, 6.0
16250.1847114, 18.0, 186.5, -29.0, 700.0, 6.0
16250.1316623, 25.0, 186.5, -29.0, 700.0, 6.0
16250.3039379, 25.0, 186.5, -29.0, 700.0, 6.0
16250.2455939, 26.0, 186.5, -29.0, 700.0, 6.0
16250.0895362, 26.0, 186.5, -29.0, 700.0, 6.0
16250.1328025, 29.0, 186.5, -29.0, 700.0, 6.0
16250.1724982, 30.0, 186.5, -29.0, 700.0, 6.0
16250.0453941, 33.0, 186.5, -29.0, 700.0, 6.0
16250.1435896, 34.0, 186.5, -29.0, 700.0, 6.0
16250.0860018, 35.0, 186.5, -29.0, 700.0, 6.0
16250.2145646, 38.0, 186.5, -29.0, 700.0, 6.0
16250.216157, 42.0, 186.5, -29.0, 700.0, 6.0
16250.1699402, 44.0, 186.5, -29.0, 700.0, 6.0
16250.1541555, 44.0, 186.5, -29.0, 700.0, 6.0
16250.4053116, 45.0, 186.5, -29.0, 700.0, 6.0
16250.2194525, 46.0, 186.5, -29.0, 700.0, 6.0
16250.1671528, 46.0, 186.5, -29.0, 700.0, 6.0
16250.1725528, 48.0, 186.5, -29.0, 700.0, 6.0
16250.0454362, 48.0, 186.5, -29.0, 700.0, 6.0
16250.1596661, 48.0, 186.5, -29.0, 700.0, 6.0
16250.0790055, 49.0, 186.5, -29.0, 700.0, 6.0
16250.3625259, 49.0, 186.5, -29.0, 700.0, 6.0
16250.3221814, 49.0, 186.5, -29.0, 700.0, 6.0
16250.1112976, 52.0, 186.5, -29.0, 700.0, 6.0
16250.1358789, 52.0, 186.5, -29.0, 700.0, 6.0
16250.2058718, 53.0, 186.5, -29.0, 700.0, 6.0
16250.054124, 53.0, 186.5, -29.0, 700.0, 6.0
16250.1576645, 53.0, 186.5, -29.0, 700.0, 6.0
16250.2059554, 53.0, 186.5, -29.0, 700.0, 6.0
16250.1258615, 55.0, 186.5, -29.0, 700.0, 6.0
16250.093384, 55.0, 186.5, -29.0, 700.0, 6.0
16250.1909531, 58.0, 186.5, -29.0, 700.0, 6.0
16250.4346772, 58.0, 186.5, -29.0, 700.0, 6.0
16250.1468376, 58.0, 186.5, -29.0, 700.0, 6.0
