time,pmt,x,y,z,event
11250.193348, 43.0, 186.5, -29.0, 700.0, 4.0
11250.1579088, 45.0, 186.5, -29.0, 700.0, 4.0
11250.0772572, 46.0, 186.5, -29.0, 700.0, 4.0
11250.0590341, 47.0, 186.5, -29.0, 700.0, 4.0
11250.064918, 48.0, 186.5, -29.0, 700.0, 4.0
11250.058338, 48.0, 186.5, -29.0, 700.0, 4.0
11250.0734324, 49.0, 186.5, -29.0, 700.0, 4.0
11250.0703382, 49.0, 186.5, -29.0, 700.0, 4.0
11250.1181043, 49.0, 186.5, -29.0, 700.0, 4.0
11250.136427, 49.0, 186.5, -29.0, 700.0, 4.0
11250.0786476, 50.0, 186.5, -29.0, 700.0, 4.0
11250.1700517, 51.0, 186.5, -29.0, 700.0, 4.0
11250.0682048, 51.0, 186.5, -29.0, 700.0, 4.0
11250.0599698, 51.0, 186.5, -29.0, 700.0, 4.0
11250.0541382, 52.0, 186.5, -29.0, 700.0, 4.0
11250.0877356, 52.0, 186.5, -29.0, 700.0, 4.0
11250.1570844, 52.0, 186.5, -29.0, 700.0, 4.0
11250.033495, 53.0, 186.5, -29.0, 700.0, 4.0
11250.034414, 54.0, 186.5, -29.0, 700.0, 4.0
11250.0859582, 55.0, 186.5, -29.0, 700.0, 4.0
11250.0713871, 55.0, 186.5, -29.0, 700.0, 4.0
11251.4997962, 63.0, 186.5, -29.0, 700.0, 4.0
11250.0887793, 65.0, 186.5, -29.0, 700.0, 4.0
11250.066103, 65.0, 186.5, -29.0, 700.0, 4.0
11250.1222378, 66.0, 186.5, -29.0, 700.0, 4.0
11250.2053743, 66.0, 186.5, -29.0, 700.0, 4.0
11250.112983, 67.0, 186.5, -29.0, 700.0, 4.0
11250.0741364, 67.0, 186.5, -29.0, 700.0, 4.0
11250.0823821, 67.0, 186.5, -29.0, 700.0, 4.0
11250.0924595, 67.0, 186.5, -29.0, 700.0, 4.0
11250.0896166, 68.0, 186.5, -29.0, 700.0, 4.0
11250.072398, 68.0, 186.5, -29.0, 700.0, 4.0
11250.0547125, 69.0, 186.5, -29.0, 700.0, 4.0
11250.1297669, 69.0, 186.5, -29.0, 700.0, 4.0
11250.1300317, 70.0, 186.5, -29.0, 700.0, 4.0
11250.074464, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0817926, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0965043, 70.0, 186.5, -29.0, 700.0, 4.0
11250.1235799, 70.0, 186.5, -29.0, 700.0, 4.0
11250.0925662, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0478088, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0789886, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0470292, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0711263, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0228903, 71.0, 186.5, -29.0, 700.0, 4.0
11250.0949905, 72.0, 186.5, -29.0, 700.0, 4.0
11250.1301873, 73.0, 186.5, -29.0, 700.0, 4.0
11250.0484972, 73.0, 186.5, -29.0, 700.0, 4.0
11250.123028, 74.0, 186.5, -29.0, 700.0, 4.0
11250.1137528, 76.0, 186.5, -29.0, 700.0, 4.0
11250.1352978, 78.0, 186.5, -29.0, 700.0, 4.0
